,Complaint,CustCareScore,AgentBonus,Age,CustTenure,NumberOfPolicy,MonthlyIncome,ExistingPolicyTenure,SumAssured,LastMonthCalls,Channel_Online,Channel_Third Party Partner,Occupation_Large Business,Occupation_Salaried,Occupation_Small Business,EducationField_Engineer,EducationField_Graduate,EducationField_MBA,EducationField_Post Graduate,EducationField_Under Graduate,Gender_Male,Designation_Executive,Designation_Manager,Designation_Senior Manager,Designation_VP,MaritalStatus_Married,MaritalStatus_Single,MaritalStatus_Unmarried,Zone_North,Zone_South,Zone_West,PaymentMethod_Monthly,PaymentMethod_Quarterly,PaymentMethod_Yearly,ExistingProdType_2.0,ExistingProdType_3.0,ExistingProdType_4.0,ExistingProdType_5.0,ExistingProdType_6.0,ClusterLabel
3449,1,1,3912.0,12,8,5,20590.0,5,434243.0,8,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
3450,1,5,6540.0,39,26,2,36332.0,10,850169.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
3451,1,1,4387.0,26,26,4,20889.0,4,833471.0,4,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1
3452,0,1,2323.0,5,12,2,23228.0,5,385585.0,4,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3453,0,3,4514.0,5,23,2,37618.0,7,537185.0,4,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3454,1,1,5651.0,17,11,2,23544.0,10,570707.0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3455,0,1,3198.0,13,13,5,21320.0,6,447720.0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
3456,0,3,4477.0,9,4,6,21320.0,2,568604.0,5,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3457,0,3,3914.0,4,23,4,20601.0,3,759353.0,5,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
3458,1,1,4735.0,9,5,6,21522.0,7,634469.0,4,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3459,0,5,2127.0,9,6,5,21267.0,4,350906.0,3,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
3460,0,5,6519.0,7,33,2,28345.0,7,1193041.0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
3461,0,1,3792.0,8,15,4,27085.0,5,712877.0,2,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3462,0,5,5331.0,32,11,6,21324.0,10,879615.0,7,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
3463,0,3,2621.0,5,13,6,23830.0,1,335526.0,3,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3464,0,3,5779.0,6,23,2,25124.0,2,1074805.0,3,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3465,0,1,2581.0,13,3,6,23460.0,1,381929.0,8,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
3466,0,3,4581.0,9,27,2,20824.0,2,710098.0,4,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1
3467,0,3,5329.0,21,27,6,21315.0,3,804641.0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
3468,1,4,5679.0,34,28,2,23661.0,7,1135728.0,10,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3469,0,1,3836.0,8,23,2,22562.0,2,552318.0,8,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
3470,0,1,3658.0,11,18,2,28136.0,3,709590.0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
3471,1,3,4093.0,8,25,2,24074.0,7,564776.0,9,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3472,1,3,3758.0,8,15,6,28905.0,1,541102.0,3,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
3473,0,5,4698.0,28,28,4,21354.0,1,742265.0,4,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
3474,0,5,2687.0,3,8,4,24425.0,2,378832.0,9,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3475,0,1,5453.0,11,11,4,25967.0,2,741618.0,10,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
3476,1,1,5362.0,16,16,5,21448.0,2,949074.0,3,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3477,1,5,8380.0,42,8,5,38093.0,13,905090.0,5,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
3478,1,5,3721.0,22,22,2,19586.0,9,666120.0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0
3479,0,1,6042.0,24,18,6,23165.6,2,833744.0,11,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
3480,0,3,4558.0,18,27,4,22789.0,9,683670.0,8,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
3481,0,1,5603.0,28,28,4,20692.0,2,1092530.0,9,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3482,1,1,5724.0,6,34,6,22897.0,7,652565.0,5,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
3483,0,3,3692.0,11,18,4,23074.0,3,631305.0,3,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
3484,0,5,4010.0,16,12,2,21104.0,2,689679.0,5,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
3485,0,3,2726.0,5,14,4,24780.0,4,381612.0,5,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3486,0,3,2655.0,11,16,5,24134.0,2,467234.0,11,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3487,0,4,3303.0,17,13,5,20644.0,3,389759.0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3488,0,5,3775.0,11,8,5,22205.0,3,690798.0,8,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
3489,1,5,4935.0,10,5,4,22434.0,1,503419.0,3,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3490,0,3,2980.0,6,9,4,27090.0,1,476784.0,12,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
3491,0,3,3888.0,23,4,4,20465.0,1,773782.0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1
3492,0,4,5266.0,5,26,5,22897.0,11,837343.0,9,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3493,0,4,2583.0,8,10,4,21524.0,3,452004.0,3,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3494,0,4,4518.0,23,14,4,23778.0,3,709298.0,8,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
3495,1,1,2864.0,14,17,6,23867.0,4,509799.0,3,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3496,0,1,4673.0,28,5,2,21239.0,6,663506.0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3497,0,5,3346.0,13,10,5,17120.8,3,378046.0,13,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3498,1,5,2534.0,10,8,4,21117.0,5,486536.0,3,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3499,0,3,5021.0,25,15,4,21832.0,2,989208.0,3,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
3500,0,4,4711.0,9,5,4,23555.0,7,833847.0,9,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
3501,1,1,2334.0,7,9,2,23335.0,5,338358.0,2,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3502,0,3,5111.0,10,10,5,21294.0,2,751252.0,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
3503,0,1,4381.0,13,26,2,20863.0,3,674709.0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3504,0,1,4560.0,27,14,5,20726.0,1,893705.0,3,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
3505,0,4,2482.0,10,10,2,22565.0,5,441823.0,8,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
3506,0,1,5383.0,22,5,4,17181.8,2,1038863.0,12,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1
3507,0,5,6642.0,13,20,2,28879.0,16,976399.0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3508,1,1,6118.0,24,6,3,28082.4,2,1211402.0,9,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1
3509,1,1,4673.0,19,28,4,23364.0,1,504662.0,5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3510,0,1,4827.0,14,14,2,21939.0,8,863958.0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3511,1,4,2298.0,5,9,2,20893.0,3,379208.0,3,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
3512,1,1,4376.0,22,22,6,20837.0,1,770136.0,3,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
3513,0,4,7199.0,14,22,2,37888.0,1,1007821.0,4,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
3514,0,5,2430.0,2,15,6,20247.0,2,396031.0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3515,0,3,4437.0,27,18,2,26101.0,5,514712.0,5,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
3516,0,3,4718.0,19,28,5,23588.0,3,504783.0,3,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3517,0,3,5695.0,28,6,4,24763.0,2,991015.0,10,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3518,1,3,3487.0,3,10,2,23244.0,8,522990.0,3,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3519,0,3,7841.0,8,47,4,37337.0,3,791918.0,15,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3520,0,4,3119.0,12,3,4,20796.0,3,564611.0,9,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3521,0,5,3523.0,18,14,5,17061.4,2,398096.0,11,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
3522,0,5,4782.0,24,10,4,25169.0,6,817741.0,8,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
3523,0,1,5727.0,29,34,2,23863.0,3,990792.0,12,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1
3524,0,3,5753.0,29,35,5,27395.0,12,1144837.0,5,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1
3525,0,1,4179.0,13,13,6,20896.0,2,589267.0,3,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
3526,1,1,6278.0,13,13,2,27294.0,1,954198.0,8,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
3527,0,4,3808.0,8,23,2,23800.0,3,662592.0,10,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3528,0,3,4533.0,14,23,4,25185.0,4,589329.0,2,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3529,0,1,4017.0,8,24,2,25109.0,5,763314.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
3530,0,1,4661.0,9,28,4,23307.0,14,806422.0,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
3531,0,5,3828.0,11,11,4,21266.0,10,581838.0,3,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
3532,1,3,2898.0,14,12,4,24146.0,4,402755.0,3,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3533,0,1,2864.0,9,17,4,20458.0,4,389520.0,3,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3534,0,3,3001.0,12,6,2,21434.0,1,444112.0,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
3535,1,4,2923.0,15,15,5,22482.0,1,555305.0,4,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
3536,0,1,4671.0,5,19,6,22242.0,1,555828.0,5,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
3537,1,5,4690.0,28,19,6,19666.6,4,633118.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
3538,0,1,4268.0,26,17,2,17081.4,3,712809.0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1
3539,0,1,7098.0,28,43,6,28393.0,6,1362864.0,8,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
3540,0,1,3428.0,10,17,4,21423.0,1,551856.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
3541,0,3,3575.0,14,18,2,21028.0,4,446845.0,4,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0
3542,0,4,4836.0,5,19,6,28448.0,1,623865.0,8,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
3543,1,4,2706.0,16,11,5,24599.0,1,495178.0,4,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0
3544,0,3,5485.0,22,27,5,23847.0,16,926933.0,9,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
3545,0,3,2743.0,11,3,4,22861.0,5,277075.0,3,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0
3546,1,4,6113.0,18,37,2,24450.0,4,886313.0,6,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
3547,0,1,4010.0,12,4,5,23587.0,1,489194.0,8,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0
3548,1,3,4109.0,25,4,4,20547.0,1,456143.0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
3549,1,1,3205.0,3,19,4,21366.0,6,519194.0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3550,0,5,3947.0,24,8,5,21925.0,2,619601.0,3,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3551,0,3,4090.0,16,16,2,21525.0,5,727976.0,7,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
3552,1,1,4859.0,5,10,6,21127.0,1,864939.0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1
3553,0,3,4230.0,25,8,4,21150.0,11,583740.0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3554,0,3,3358.0,17,10,4,27983.0,2,520484.0,9,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
3555,0,3,5687.0,11,6,4,23694.0,14,710820.0,8,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
3556,0,4,2715.0,8,8,5,20883.0,1,504951.0,4,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0
3557,1,1,2718.0,14,5,4,22650.0,1,293544.0,9,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
3558,0,3,3419.0,14,3,4,21368.0,5,475224.0,4,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3559,0,3,4646.0,5,19,2,21118.0,8,892024.0,3,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
3560,1,1,4916.0,5,15,4,20485.0,2,884952.0,4,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1
3561,0,5,5972.0,36,30,6,28437.0,12,758415.0,9,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1
3562,1,1,3263.0,7,13,5,21755.0,1,352431.0,6,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
3563,1,3,5348.0,21,11,2,21392.0,13,855680.0,1,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
3564,0,3,6777.0,27,14,2,33884.0,8,1158833.0,8,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1
3565,1,1,3808.0,23,11,2,22401.0,6,742593.0,3,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
3566,0,5,2247.0,4,7,4,22468.0,3,233667.0,4,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
3567,0,1,3498.0,17,10,6,21864.0,3,587704.0,4,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
3568,0,5,5786.0,35,29,5,18548.6,12,1081924.0,12,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
3569,0,5,4922.0,25,15,2,19689.0,4,506992.0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
3570,0,4,2570.0,13,10,6,21417.0,1,259574.0,4,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
3571,0,4,8261.0,25,50,4,37551.0,25,1255705.0,9,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3572,1,4,3356.0,17,7,6,22376.0,2,369204.0,8,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
3573,0,3,4298.0,21,21,5,25282.0,6,782225.0,3,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3574,0,4,4306.0,13,22,2,28705.0,7,843927.0,18,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1
3575,0,1,6359.0,38,25,6,37404.0,3,794835.0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
3576,0,3,3981.0,16,8,2,20953.0,2,688725.0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
3577,1,3,5981.0,36,30,2,24922.0,9,945042.0,4,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3578,0,4,2686.0,3,3,4,20663.0,1,300853.0,9,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0
3579,0,1,3287.0,13,10,2,20543.0,2,591638.0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
3580,1,3,5188.0,10,26,2,20750.0,2,721063.0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
3581,0,1,5064.0,15,30,4,21102.0,8,739414.0,5,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
3582,1,4,4228.0,17,25,4,21140.0,8,524272.0,3,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0
3583,0,1,2252.0,2,7,2,20471.0,1,436851.0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3584,1,1,5031.0,10,30,6,21876.0,5,986170.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1
3585,0,3,4767.0,19,24,6,23833.0,2,662557.0,4,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0
3586,0,4,4082.0,4,20,2,20408.0,4,424486.0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3587,0,3,4160.0,12,8,6,20798.0,8,732090.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3588,0,1,2283.0,9,9,4,20750.0,1,244228.0,2,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
3589,0,1,6524.0,13,13,4,27183.0,10,965540.0,8,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
3590,0,3,2247.0,4,9,2,22468.0,1,406671.0,8,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
3591,0,4,6460.0,39,6,4,38002.0,2,710637.0,9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
3592,0,5,2993.0,18,15,4,23025.0,1,392116.0,8,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
3593,0,4,3437.0,10,10,5,21479.0,1,563609.0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
3594,1,5,4361.0,9,22,2,24229.0,1,815548.0,9,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
3595,0,5,4560.0,5,18,2,20726.0,1,629241.0,2,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0
