,Timestamp,InventoryType,Ad - Length,Ad- Width,Ad Size,Ad Type,Platform,Device Type,Format,Available_Impressions,Matched_Queries,Impressions,Clicks,Spend,Fee,Revenue,CTR,CPM,CPC,ClusterLabel,sil_width
17966,2020-10-27-19,Format2,728,90,65520,Inter220,Web,Mobile,Display,22490561,12114713,11659683,22634,17802.83,0.23,13708.18,0.0019,1.53,0.79,0,0.702577350058472
17967,2020-11-3-10,Format6,336,250,84000,inter230,Video,Mobile,Video,17041872,10015670,9665814,16744,17821.83,0.23,13722.81,0.0017,1.84,1.06,0,0.28641205946720244
17968,2020-9-30-9,Format2,728,90,65520,inter230,Video,Mobile,Video,17639203,9506536,9188968,17698,17836.48,0.23,13734.09,0.0019,1.94,1.01,0,0.7208682985672662
17969,2020-11-24-18,Format2,728,90,65520,Inter219,Video,Desktop,Display,21814363,11158818,10727933,22662,17847.86,0.23,13742.85,0.0021,1.66,0.79,0,0.7023702755290396
17970,2020-10-1-13,Format2,728,90,65520,Inter226,Web,Mobile,Video,24191016,11863055,11498355,21838,17853.06,0.23,13746.86,0.0019,1.55,0.82,0,0.7182577591389022
17971,2020-9-15-20,Format2,728,90,65520,Inter221,App,Mobile,Video,27047412,13460511,12939467,24033,17880.41,0.23,13767.92,0.0019,1.38,0.74,0,0.6676222969893858
17972,2020-10-8-15,Format2,728,90,65520,Inter226,Web,Mobile,Video,23733618,11338614,10983527,21477,17888.83,0.23,13774.4,0.002,1.63,0.83,0,0.7233014389335337
17973,2020-10-6-11,Format2,728,90,65520,Inter221,App,Mobile,Display,18454106,10146720,9821727,21330,17892.29,0.23,13777.06,0.0022,1.82,0.84,0,0.725915978210131
17974,2020-10-6-12,Format2,728,90,65520,Inter227,App,Mobile,Display,21689164,10827517,10485129,22458,17893.4,0.23,13777.92,0.0021,1.71,0.8,0,0.7074216509466795
17975,2020-9-23-9,Format2,728,90,65520,Inter221,App,Mobile,Video,18123315,9324418,9014201,17591,17902.32,0.23,13784.79,0.002,1.99,1.02,0,0.7181797692322882
17976,2020-10-2-14,Format2,728,90,65520,Inter220,Web,Mobile,Video,23704403,11845619,11485774,23064,17902.5,0.23,13784.92,0.002,1.56,0.78,0,0.6946314926225579
17977,2020-10-31-13,Format2,728,90,65520,Inter218,App,Mobile,Video,21125458,10760308,10359756,19358,17917.22,0.23,13796.26,0.0019,1.73,0.93,0,0.7354838592699278
17978,2020-9-3-19,Format7,300,600,180000,Inter217,Web,Desktop,Display,22038411,12687628,12201824,23713,17918.52,0.23,13797.26,0.0019,1.47,0.76,0,-0.007745092840808634
17979,2020-9-15-18,Format2,728,90,65520,Inter228,Video,Mobile,Video,23152358,12110198,11629448,23133,17938.51,0.23,13812.65,0.002,1.54,0.78,0,0.6938121452104877
17980,2020-9-18-15,Format2,728,90,65520,Inter221,App,Mobile,Display,23052830,11564583,11166947,21517,17938.9,0.23,13812.95,0.0019,1.61,0.83,0,0.7229646481031442
17981,2020-10-25-11,Format2,728,90,65520,Inter219,Video,Desktop,Display,14493690,9054729,8660566,16462,17956.22,0.23,13826.29,0.0019,2.07,1.09,0,0.6951166188473608
17982,2020-9-5-15,Format2,728,90,65520,Inter227,App,Mobile,Display,20601218,11348891,10992288,21483,17961.26,0.23,13830.17,0.002,1.63,0.84,0,0.7248978378688388
17983,2020-10-2-13,Format2,728,90,65520,Inter229,Video,Desktop,Display,24627489,11965615,11612193,22852,17973.47,0.23,13839.57,0.002,1.55,0.79,0,0.7002369706319834
17984,2020-9-11-9,Format2,728,90,65520,Inter218,App,Mobile,Display,17997868,9794318,9441123,18129,17974.45,0.23,13840.32,0.0019,1.9,0.99,0,0.7260553894666114
17985,2020-10-24-13,Format2,728,90,65520,Inter227,App,Mobile,Video,21863749,11220824,10827048,21049,17980.34,0.23,13844.86,0.0019,1.66,0.85,0,0.7292503206854246
17986,2020-10-31-14,Format2,728,90,65520,Inter222,Video,Desktop,Video,21384067,11214948,10801811,20511,17987.93,0.23,13850.71,0.0019,1.67,0.88,0,0.7341561439978153
17987,2020-10-2-15,Format2,728,90,65520,Inter224,Web,Desktop,Display,23996700,11952895,11595184,22963,17991.83,0.23,13853.71,0.002,1.55,0.78,0,0.6957769387231258
17988,2020-10-15-17,Format2,728,90,65520,Inter227,App,Mobile,Video,22790502,11885634,11506631,23976,18013.9,0.23,13870.71,0.0021,1.57,0.75,0,0.672643161798128
17989,2020-9-1-19,Format2,728,90,65520,Inter229,Video,Desktop,Display,25472825,13714728,13225945,24807,18024.51,0.23,13878.87,0.0019,1.36,0.73,0,0.6537494843440889
17990,2020-11-18-9,Format2,728,90,65520,Inter225,Video,Mobile,Display,16343679,8978069,8635027,15340,18025.3,0.23,13879.48,0.0018,2.09,1.18,0,0.66018462703575
17991,2020-10-23-15,Format2,728,90,65520,Inter217,Web,Desktop,Display,21916464,11401772,11036689,20395,18026.4,0.23,13880.32,0.0018,1.63,0.88,0,0.7346507322053659
17992,2020-11-17-18,Format2,728,90,65520,Inter229,Video,Desktop,Video,21422960,11145201,10729591,20659,18036.78,0.23,13888.32,0.0019,1.68,0.87,0,0.7330876759574246
17993,2020-10-8-10,Format2,728,90,65520,Inter218,App,Mobile,Display,19305573,10034813,9727025,18639,18051.49,0.23,13899.65,0.0019,1.86,0.97,0,0.7303045014611389
17994,2020-10-2-10,Format6,336,250,84000,Inter223,Web,Mobile,Video,19942403,10426869,10107869,20261,18052.85,0.23,13900.69,0.002,1.79,0.89,0,0.2821771755919575
17995,2020-10-7-13,Format2,728,90,65520,Inter224,Web,Desktop,Display,25345860,11815341,11467115,22888,18060.24,0.23,13906.38,0.002,1.57,0.79,0,0.6998487682253843
17996,2020-10-30-17,Format2,728,90,65520,Inter227,App,Mobile,Video,20001208,11229469,10793115,20073,18063.48,0.23,13908.88,0.0019,1.67,0.9,0,0.7357533493361189
17997,2020-10-29-20,Format2,728,90,65520,Inter222,Video,Desktop,Display,21852897,12205937,11737066,21088,18067.27,0.23,13911.8,0.0018,1.54,0.86,0,0.7298270879515442
17998,2020-10-10-12,Format2,728,90,65520,Inter224,Web,Desktop,Video,22230734,10930966,10570269,19749,18072.49,0.23,13915.82,0.0019,1.71,0.92,0,0.7355615517461259
17999,2020-10-31-15,Format2,728,90,65520,Inter219,Video,Desktop,Video,20032809,10669680,10245713,18664,18084.99,0.23,13925.44,0.0018,1.77,0.97,0,0.7303347072362402
18000,2020-11-6-11,Format6,336,250,84000,Inter217,Web,Desktop,Video,22755454,10707144,10283383,19101,18088.71,0.23,13928.3,0.0019,1.76,0.95,0,0.2870344231501681
18001,2020-9-18-14,Format2,728,90,65520,Inter218,App,Mobile,Video,24174673,12144152,11727728,22209,18110.6,0.23,13945.16,0.0019,1.54,0.82,0,0.7147826628209626
18002,2020-10-16-15,Format2,728,90,65520,Inter218,App,Mobile,Display,22219471,11073217,10741059,22401,18115.18,0.23,13948.69,0.0021,1.69,0.81,0,0.7106435342940307
18003,2020-9-12-9,Format2,728,90,65520,Inter227,App,Mobile,Display,17521593,9730752,9340207,17705,18135.33,0.23,13964.2,0.0019,1.94,1.02,0,0.7184505070147238
18004,2020-11-4-17,Format2,728,90,65520,Inter229,Video,Desktop,Display,20990964,11412268,11012262,20670,18138.39,0.23,13966.56,0.0019,1.65,0.88,0,0.7333537438793665
18005,2020-11-6-14,Format2,728,90,65520,Inter222,Video,Desktop,Display,24418051,11638724,11242162,21837,18140.8,0.23,13968.42,0.0019,1.61,0.83,0,0.7202937729802162
18006,2020-10-7-11,Format2,728,90,65520,Inter217,Web,Desktop,Video,21597766,10773883,10450643,20232,18148.25,0.23,13974.15,0.0019,1.74,0.9,0,0.7351507927395812
18007,2020-10-9-15,Format2,728,90,65520,Inter223,Web,Mobile,Video,23799708,11138090,10783916,21339,18152.17,0.23,13977.17,0.002,1.68,0.85,0,0.7272764648903663
18008,2020-10-2-11,Format2,728,90,65520,Inter222,Video,Desktop,Display,21595329,11018944,10679750,21279,18153.04,0.23,13977.84,0.002,1.7,0.85,0,0.7277043380492283
18009,2020-11-21-9,Format2,728,90,65520,Inter222,Video,Desktop,Video,15623657,8759817,8409608,16097,18153.15,0.23,13977.92,0.0019,2.16,1.13,0,0.6806408991364216
18010,2020-10-2-16,Format2,728,90,65520,Inter219,Video,Desktop,Video,23275360,11789072,11409621,22171,18160.63,0.23,13983.68,0.0019,1.59,0.82,0,0.7152066137871738
18011,2020-11-21-15,Format2,728,90,65520,Inter218,App,Mobile,Video,20751613,10747874,10338386,20379,18169.29,0.23,13990.36,0.002,1.76,0.89,0,0.7347798857560812
18012,2020-10-10-11,Format2,728,90,65520,Inter226,Web,Mobile,Video,20467589,10419848,10064440,18515,18171.07,0.23,13991.72,0.0018,1.81,0.98,0,0.7284220766056778
18013,2020-9-5-9,Format2,728,90,65520,Inter220,Web,Mobile,Display,16065705,9524275,9191381,18199,18173.68,0.23,13993.73,0.002,1.98,1.0,0,0.7238531821800508
18014,2020-11-4-11,Format2,728,90,65520,Inter217,Web,Desktop,Video,18360045,10165144,9790163,18056,18175.93,0.23,13995.47,0.0018,1.86,1.01,0,0.7214736487568126
18015,2020-10-24-16,Format2,728,90,65520,Inter221,App,Mobile,Video,21344339,11531522,11125687,21560,18187.05,0.23,14004.03,0.0019,1.63,0.84,0,0.7242712711371112
18016,2020-10-24-15,Format2,728,90,65520,Inter226,Web,Mobile,Video,21332180,11211519,10819058,21501,18191.68,0.23,14007.6,0.002,1.68,0.85,0,0.7260398824676993
18017,2020-9-19-16,Format2,728,90,65520,Inter217,Web,Desktop,Display,22700310,11816965,11388927,22262,18197.61,0.23,14012.16,0.002,1.6,0.82,0,0.7143300315762539
18018,2020-9-19-15,Format2,728,90,65520,Inter225,Video,Mobile,Video,23425317,11572535,11171361,21198,18201.64,0.23,14015.26,0.0019,1.63,0.86,0,0.7291987692366425
18019,2020-10-22-17,Format2,728,90,65520,Inter226,Web,Mobile,Display,21292401,11719834,11343795,22024,18205.1,0.23,14017.92,0.0019,1.6,0.83,0,0.71857997407091
18020,2020-9-18-17,Format2,728,90,65520,Inter217,Web,Desktop,Video,21262243,11448606,11020295,21247,18205.16,0.23,14017.97,0.0019,1.65,0.86,0,0.7288610737791883
18021,2020-11-5-10,Format6,336,250,84000,Inter222,Video,Desktop,Display,19268553,10211381,9818663,18470,18208.57,0.23,14020.6,0.0019,1.85,0.99,0,0.289448225216628
18022,2020-9-4-9,Format2,728,90,65520,Inter223,Web,Mobile,Display,15893021,9583589,9263830,18443,18209.16,0.23,14021.05,0.002,1.97,0.99,0,0.7262156163583675
18023,2020-9-9-19,Format6,336,250,84000,Inter221,App,Mobile,Display,23853381,13003684,12517859,24790,18214.48,0.23,14025.15,0.002,1.46,0.73,0,0.25597630055984044
18024,2020-9-2-9,Format2,728,90,65520,Inter217,Web,Desktop,Display,18284001,10014682,9721432,19198,18215.38,0.23,14025.84,0.002,1.87,0.95,0,0.7331710021191218
18025,2020-10-22-10,Format2,728,90,65520,Inter220,Web,Mobile,Video,18893821,10256121,9937542,18249,18221.88,0.23,14030.85,0.0018,1.83,1.0,0,0.7240199142931383
18026,2020-9-9-20,Format2,728,90,65520,Inter221,App,Mobile,Display,25592655,13595299,13087542,24622,18221.94,0.23,14030.89,0.0019,1.39,0.74,0,0.66025107701802
18027,2020-11-19-20,Format2,728,90,65520,Inter220,Web,Mobile,Display,22083002,11500386,11066405,19820,18226.19,0.23,14034.17,0.0018,1.65,0.92,0,0.7353210939345076
18028,2020-9-10-9,Format2,728,90,65520,Inter218,App,Mobile,Video,16938187,9827300,9474007,19000,18232.92,0.23,14039.35,0.002,1.92,0.96,0,0.7317977027864907
18029,2020-9-19-9,Format6,336,250,84000,inter230,Video,Mobile,Display,17646676,9740205,9383721,17188,18236.78,0.23,14042.32,0.0018,1.94,1.06,0,0.2895309517839175
18030,2020-9-26-9,Format2,728,90,65520,Inter227,App,Mobile,Display,16162861,9222111,8896774,17530,18245.55,0.23,14049.07,0.002,2.05,1.04,0,0.7126958680519828
18031,2020-9-22-17,Format2,728,90,65520,Inter221,App,Mobile,Video,23298846,11964843,11544065,23268,18251.78,0.23,14053.87,0.002,1.58,0.78,0,0.6922417381633809
18032,2020-9-3-9,Format2,728,90,65520,Inter226,Web,Mobile,Video,16453607,9701821,9393243,18994,18254.64,0.23,14056.07,0.002,1.94,0.96,0,0.7317689846772601
18033,2020-11-5-15,Format2,728,90,65520,Inter217,Web,Desktop,Video,24791377,11805137,11419533,21145,18262.3,0.23,14061.97,0.0019,1.6,0.86,0,0.7295414335059275
18034,2020-10-23-13,Format2,728,90,65520,Inter227,App,Mobile,Video,22850339,11553289,11179145,20458,18280.67,0.23,14076.12,0.0018,1.64,0.89,0,0.7344028141468986
18035,2020-9-2-18,Format2,728,90,65520,Inter227,App,Mobile,Display,22525813,12688375,12208967,24471,18282.05,0.23,14077.18,0.002,1.5,0.75,0,0.6662748052209647
18036,2020-10-30-9,Format6,336,250,84000,Inter221,App,Mobile,Display,15599997,8862290,8500381,14963,18284.44,0.23,14079.02,0.0018,2.15,1.22,0,0.2825458930154091
18037,2020-10-28-9,Format2,728,90,65520,Inter227,App,Mobile,Display,18075511,9309664,8961637,16348,18284.73,0.23,14079.24,0.0018,2.04,1.12,0,0.6849892446451817
18038,2020-9-26-12,Format2,728,90,65520,Inter224,Web,Desktop,Display,19979658,10811835,10429665,20390,18310.61,0.23,14099.17,0.002,1.76,0.9,0,0.734484774470726
18039,2020-9-24-9,Format2,728,90,65520,Inter228,Video,Mobile,Video,16772181,9339563,9026872,17188,18331.59,0.23,14115.32,0.0019,2.03,1.07,0,0.7032890213326648
18040,2020-10-24-10,Format2,728,90,65520,Inter219,Video,Desktop,Display,18523890,10321397,9947474,18483,18339.47,0.23,14121.4,0.0019,1.84,0.99,0,0.7263627150463339
18041,2020-11-6-13,Format2,728,90,65520,Inter221,App,Mobile,Video,24905710,11649534,11233250,20717,18348.09,0.23,14128.03,0.0018,1.63,0.89,0,0.7330819283255545
18042,2020-10-8-16,Format2,728,90,65520,Inter228,Video,Mobile,Video,24650205,11872732,11488732,22784,18354.97,0.23,14133.33,0.002,1.6,0.81,0,0.7064995774277328
18043,2020-11-11-9,Format2,728,90,65520,Inter221,App,Mobile,Display,15857911,8787319,8428195,15140,18370.73,0.23,14145.46,0.0018,2.18,1.21,0,0.6479599397028958
18044,2020-9-17-17,Format7,300,600,180000,Inter221,App,Mobile,Display,22211733,12030554,11589788,23534,18373.16,0.23,14147.33,0.002,1.59,0.78,0,-0.010251687933112248
18045,2020-11-3-17,Format2,728,90,65520,Inter228,Video,Mobile,Display,22407614,12091509,11670537,21802,18382.59,0.23,14154.6,0.0019,1.58,0.84,0,0.7222034369487017
18046,2020-9-8-20,Format2,728,90,65520,Inter229,Video,Desktop,Display,27122074,14227435,13681020,24365,18389.6,0.23,14159.99,0.0018,1.34,0.75,0,0.6673605703672034
18047,2020-10-22-13,Format2,728,90,65520,Inter227,App,Mobile,Display,23273458,11647884,11300406,20804,18403.77,0.23,14170.9,0.0018,1.63,0.88,0,0.7325861705677107
18048,2020-11-17-19,Format2,728,90,65520,Inter226,Web,Mobile,Display,22187720,11486452,11061982,20073,18406.53,0.23,14173.03,0.0018,1.66,0.92,0,0.7344838542392926
18049,2020-9-18-13,Format7,300,600,180000,Inter223,Web,Mobile,Display,25171481,12190814,11791893,21175,18420.89,0.23,14184.08,0.0018,1.56,0.87,0,-0.011853698325109584
18050,2020-9-25-17,Format2,728,90,65520,Inter219,Video,Desktop,Display,21220106,11352855,10966735,22340,18425.17,0.23,14187.38,0.002,1.68,0.82,0,0.7135456965527162
18051,2020-9-19-14,Format2,728,90,65520,Inter219,Video,Desktop,Video,24346160,11769827,11383403,21814,18430.4,0.23,14191.41,0.0019,1.62,0.84,0,0.7221271265401762
18052,2020-10-21-17,Format2,728,90,65520,inter230,Video,Mobile,Display,22159856,12218997,11824025,23077,18432.6,0.23,14193.1,0.002,1.56,0.8,0,0.7005276710965516
18053,2020-10-14-17,Format2,728,90,65520,Inter221,App,Mobile,Display,23531147,12286291,11873078,25169,18435.18,0.23,14195.09,0.0021,1.55,0.73,0,0.6492695726248392
18054,2020-10-20-17,Format2,728,90,65520,Inter228,Video,Mobile,Video,23629357,12647983,12246695,24073,18439.3,0.23,14198.26,0.002,1.51,0.77,0,0.6787020012084579
18055,2020-10-16-14,Format6,336,250,84000,Inter227,App,Mobile,Display,23148844,11523780,11187716,23281,18442.53,0.23,14200.75,0.0021,1.65,0.79,0,0.2699407238023224
18056,2020-10-27-20,Format2,728,90,65520,Inter226,Web,Mobile,Display,24361221,12933016,12456394,23443,18443.79,0.23,14201.72,0.0019,1.48,0.79,0,0.693112711069859
18057,2020-11-6-16,Format6,336,250,84000,Inter223,Web,Mobile,Video,24144584,11808210,11389175,22422,18455.18,0.23,14210.49,0.002,1.62,0.82,0,0.2752536177269899
18058,2020-11-6-12,Format2,728,90,65520,Inter223,Web,Mobile,Video,24547248,11559439,11117938,20913,18455.27,0.23,14210.56,0.0019,1.66,0.88,0,0.7319714269407986
18059,2020-10-27-18,Format2,728,90,65520,Inter219,Video,Desktop,Display,22026310,11836092,11403075,21840,18461.21,0.23,14215.13,0.0019,1.62,0.85,0,0.7231574618050002
18060,2020-9-11-17,Format2,728,90,65520,inter230,Video,Mobile,Video,22450719,11942185,11512197,22793,18471.75,0.23,14223.25,0.002,1.6,0.81,0,0.706398236574314
18061,2020-9-8-19,Format2,728,90,65520,Inter220,Web,Mobile,Display,25538064,13622009,13116079,25174,18474.06,0.23,14225.02,0.0019,1.41,0.73,0,0.6490305147435238
18062,2020-9-2-19,Format2,728,90,65520,Inter220,Web,Mobile,Display,24032244,13426990,12938801,25510,18475.37,0.23,14226.03,0.002,1.43,0.72,0,0.6405418172863335
18063,2020-9-5-13,Format2,728,90,65520,Inter226,Web,Mobile,Display,20852915,11411112,11045330,21224,18482.0,0.23,14231.14,0.0019,1.67,0.87,0,0.7296264622035977
18064,2020-10-23-10,Format6,336,250,84000,Inter221,App,Mobile,Video,18778400,10270039,9910284,18489,18486.41,0.23,14234.53,0.0019,1.87,1.0,0,0.2909662472105915
18065,2020-11-5-14,Format2,728,90,65520,Inter225,Video,Mobile,Display,23732854,11685834,11289492,22223,18506.97,0.23,14250.36,0.002,1.64,0.83,0,0.7166808583292243
18066,2020-10-22-15,Format2,728,90,65520,Inter220,Web,Mobile,Display,22347917,11607581,11266110,21017,18519.86,0.23,14260.29,0.0019,1.64,0.88,0,0.7313102953713925
18067,2020-10-9-16,Format2,728,90,65520,inter230,Video,Mobile,Display,24629189,11759461,11386100,22931,18523.5,0.23,14263.09,0.002,1.63,0.81,0,0.7048282869712699
18068,2020-11-6-10,Format2,728,90,65520,Inter219,Video,Desktop,Display,21179513,10393420,9998054,17949,18534.45,0.23,14271.53,0.0018,1.85,1.03,0,0.716236690410805
18069,2020-10-7-15,Format2,728,90,65520,Inter229,Video,Desktop,Display,24749076,11746945,11399358,21519,18535.84,0.23,14272.6,0.0019,1.63,0.86,0,0.7267953514141734
18070,2020-10-31-10,Format2,728,90,65520,Inter219,Video,Desktop,Display,17689534,9721437,9331878,18997,18538.94,0.23,14274.99,0.002,1.99,0.98,0,0.7280322939330993
18071,2020-11-20-17,Format2,728,90,65520,Inter228,Video,Mobile,Display,20909475,11292493,10830955,22209,18546.44,0.23,14280.76,0.0021,1.71,0.84,0,0.7184298999620287
18072,2020-10-16-16,Format7,300,600,180000,Inter223,Web,Mobile,Video,22795950,11634183,11260173,23382,18551.97,0.23,14285.02,0.0021,1.65,0.79,0,-0.011119322208797015
18073,2020-10-8-14,Format2,728,90,65520,inter230,Video,Mobile,Video,24437083,11747749,11393696,22065,18559.46,0.23,14290.79,0.0019,1.63,0.84,0,0.719817363209027
18074,2020-10-8-13,Format2,728,90,65520,Inter225,Video,Mobile,Display,24843556,11786252,11433820,21310,18562.46,0.23,14293.09,0.0019,1.62,0.87,0,0.7289885132506916
18075,2020-11-20-9,Format2,728,90,65520,Inter221,App,Mobile,Display,16023420,9039898,8681422,15726,18579.29,0.23,14306.05,0.0018,2.14,1.18,0,0.661461786337456
18076,2020-9-5-16,Format2,728,90,65520,Inter224,Web,Desktop,Display,21355315,12148189,11732484,23189,18602.07,0.23,14323.6,0.002,1.59,0.8,0,0.6992073534785944
18077,2020-10-7-12,Format2,728,90,65520,Inter218,App,Mobile,Display,24111022,11517446,11182951,22006,18609.15,0.23,14329.05,0.002,1.66,0.85,0,0.7216636010059845
18078,2020-11-5-17,Format2,728,90,65520,Inter222,Video,Desktop,Video,24934987,12063849,11630102,23160,18614.69,0.23,14333.31,0.002,1.6,0.8,0,0.6995631031455373
18079,2020-9-26-15,Format6,336,250,84000,Inter222,Video,Desktop,Video,20339095,10981669,10615448,21536,18620.35,0.23,14337.67,0.002,1.75,0.86,0,0.28166859255161836
18080,2020-10-16-13,Format2,728,90,65520,Inter225,Video,Mobile,Display,23965549,11622470,11282685,23044,18632.01,0.23,14346.65,0.002,1.65,0.81,0,0.7035011769741434
18081,2020-11-24-9,Format2,728,90,65520,Inter228,Video,Mobile,Video,16717079,8977356,8619474,15527,18641.08,0.23,14353.63,0.0018,2.16,1.2,0,0.6532021630623603
18082,2020-9-26-16,Format2,728,90,65520,Inter222,Video,Desktop,Video,20049916,11012418,10626257,21848,18648.18,0.23,14359.1,0.0021,1.75,0.85,0,0.7230872258569819
18083,2020-9-4-15,Format7,300,600,180000,Inter218,App,Mobile,Video,21416666,11788917,11410488,22822,18651.44,0.23,14361.61,0.002,1.63,0.82,0,-0.013066407693711993
18084,2020-9-5-11,Format7,300,600,180000,Inter226,Web,Mobile,Video,19226314,10997802,10616999,20749,18652.7,0.23,14362.58,0.002,1.76,0.9,0,-0.014841128953172543
18085,2020-9-18-16,Format2,728,90,65520,Inter217,Web,Desktop,Display,24036853,12324095,11884163,23707,18668.09,0.23,14374.43,0.002,1.57,0.79,0,0.6898741417874482
18086,2020-10-7-14,Format6,336,250,84000,Inter227,App,Mobile,Display,25004062,11944475,11598217,22810,18677.32,0.23,14381.53,0.002,1.61,0.82,0,0.2766351174543416
18087,2020-9-22-9,Format2,728,90,65520,Inter221,App,Mobile,Display,17827883,9678093,9365450,17976,18691.48,0.23,14392.44,0.0019,2.0,1.04,0,0.7133555087522676
18088,2020-9-15-9,Format2,728,90,65520,Inter228,Video,Mobile,Display,18334009,9842452,9462695,18275,18701.33,0.23,14400.03,0.0019,1.98,1.02,0,0.7189969022431811
18089,2020-10-23-14,Format2,728,90,65520,Inter217,Web,Desktop,Video,22433813,11709614,11332182,22056,18704.97,0.23,14402.83,0.0019,1.65,0.85,0,0.7211682796663499
18090,2020-10-31-12,Format2,728,90,65520,Inter229,Video,Desktop,Video,20299397,10782083,10352889,19407,18716.21,0.23,14411.48,0.0019,1.81,0.96,0,0.7312809229734325
18091,2020-11-3-15,Format2,728,90,65520,Inter226,Web,Mobile,Display,23195129,11909564,11514072,20776,18738.83,0.23,14428.9,0.0018,1.63,0.9,0,0.7324696792408071
18092,2020-10-7-16,Format6,336,250,84000,Inter224,Web,Desktop,Display,25439646,12382962,12000091,22832,18742.07,0.23,14431.4,0.0019,1.56,0.82,0,0.27667804444791927
18093,2020-11-5-13,Format2,728,90,65520,Inter227,App,Mobile,Display,24873563,11748746,11343261,20793,18747.0,0.23,14435.19,0.0018,1.65,0.9,0,0.7323837750194215
18094,2020-11-11-17,Format2,728,90,65520,Inter219,Video,Desktop,Video,23029519,11976188,11530087,21937,18759.65,0.23,14444.93,0.0019,1.63,0.86,0,0.7231805744976353
18095,2020-9-26-14,Format2,728,90,65520,Inter225,Video,Mobile,Video,20281345,10918899,10545370,21508,18771.91,0.23,14454.37,0.002,1.78,0.87,0,0.7274356266992192
18096,2020-9-5-12,Format2,728,90,65520,Inter223,Web,Mobile,Video,20501360,11467297,11097371,22130,18775.96,0.23,14457.49,0.002,1.69,0.85,0,0.7204647295877046
18097,2020-9-10-15,Format2,728,90,65520,Inter226,Web,Mobile,Display,23375095,12118711,11742955,22218,18812.77,0.23,14485.83,0.0019,1.6,0.85,0,0.7195486976043145
18098,2020-10-31-11,Format2,728,90,65520,Inter228,Video,Mobile,Display,18698667,10211040,9805055,18735,18820.86,0.23,14492.06,0.0019,1.92,1.0,0,0.723987526246388
18099,2020-9-26-13,Format2,728,90,65520,Inter227,App,Mobile,Video,21120730,11150958,10776527,21563,18821.13,0.23,14492.27,0.002,1.75,0.87,0,0.7270231776580023
18100,2020-9-2-20,Format2,728,90,65520,Inter229,Video,Desktop,Video,26010734,14137900,13612637,24871,18824.03,0.23,14494.5,0.0018,1.38,0.76,0,0.6643059373057221
18101,2020-11-4-16,Format2,728,90,65520,Inter219,Video,Desktop,Display,22368252,11764733,11374745,21462,18831.84,0.23,14500.52,0.0019,1.66,0.88,0,0.7281199382237787
18102,2020-9-9-9,Format2,728,90,65520,Inter226,Web,Mobile,Display,17656094,10179270,9831119,19970,18832.09,0.23,14500.71,0.002,1.92,0.94,0,0.7325412816932919
18103,2020-10-23-16,Format2,728,90,65520,Inter223,Web,Mobile,Display,22803681,12059824,11672401,21373,18854.25,0.23,14517.77,0.0018,1.62,0.88,0,0.7287727227486146
18104,2020-9-5-14,Format7,300,600,180000,Inter223,Web,Mobile,Display,21380571,11943431,11573846,23679,18857.97,0.23,14520.64,0.002,1.63,0.8,0,-0.014813390124739145
18105,2020-9-18-10,Format7,300,600,180000,Inter224,Web,Desktop,Video,20008961,10879453,10483670,19326,18868.41,0.23,14528.68,0.0018,1.8,0.98,0,-0.02093600974556719
18106,2020-10-16-12,Format6,336,250,84000,Inter218,App,Mobile,Video,23285199,11487439,11139809,22586,18874.81,0.23,14533.6,0.002,1.69,0.84,0,0.28095981709867907
18107,2020-9-8-18,Format2,728,90,65520,Inter223,Web,Mobile,Display,23993022,13217504,12709134,25053,18876.6,0.23,14534.98,0.002,1.49,0.75,0,0.6584436480922374
18108,2020-9-12-12,Format2,728,90,65520,Inter229,Video,Desktop,Display,22537871,11869293,11425339,21170,18906.91,0.23,14558.32,0.0019,1.65,0.89,0,0.730274720491381
18109,2020-10-16-10,Format2,728,90,65520,inter230,Video,Mobile,Video,18545289,9950764,9635374,19833,18962.89,0.23,14601.43,0.0021,1.97,0.96,0,0.7299340583986039
18110,2020-11-18-17,Format2,728,90,65520,Inter222,Video,Desktop,Display,22434870,11753036,11307125,22979,18968.63,0.23,14605.84,0.002,1.68,0.83,0,0.7083929130178792
18111,2020-9-12-13,Format2,728,90,65520,inter230,Video,Mobile,Video,22850962,11791796,11356917,20956,18987.49,0.23,14620.37,0.0018,1.67,0.91,0,0.730839062926408
18112,2020-9-19-11,Format2,728,90,65520,Inter226,Web,Mobile,Video,21070318,11080507,10699469,20007,19002.64,0.23,14632.03,0.0019,1.78,0.95,0,0.7311405260032205
18113,2020-11-5-11,Format2,728,90,65520,Inter220,Web,Mobile,Display,20623804,10694597,10281895,19160,19010.28,0.23,14637.92,0.0019,1.85,0.99,0,0.725872837131821
18114,2020-11-18-15,Format2,728,90,65520,Inter219,Video,Desktop,Display,22662933,11847328,11434452,22333,19012.84,0.23,14639.89,0.002,1.66,0.85,0,0.7184158589937185
18115,2020-9-3-17,Format2,728,90,65520,Inter228,Video,Mobile,Video,21796915,12759698,12295498,24889,19013.5,0.23,14640.39,0.002,1.55,0.76,0,0.664305919507035
18116,2020-9-19-12,Format6,336,250,84000,Inter217,Web,Desktop,Video,22927234,11694394,11313200,21061,19038.35,0.23,14659.53,0.0019,1.68,0.9,0,0.28816455238972577
18117,2020-9-10-14,Format2,728,90,65520,Inter227,App,Mobile,Display,23977354,12488062,12099858,24008,19053.5,0.23,14671.2,0.002,1.57,0.79,0,0.6859080841685523
